,Date,Platform Name,Campaign Name,Objective,Impressions,Clicks,Costs (USD),Purchase,Revenue (USD),Reach
14404,04/07/2020,Google Ads,Campaign 582,Reach,164.45,8.05,1.794,0,0,47
14405,04/07/2020,Google Ads,Campaign 583,Reach,1834.25,200.1,42.297,5.5687485,225.6629178,531
14406,04/07/2020,Google Ads,Campaign 584,Engagements,286.35,36.8,5.612,0,0,83
14407,04/07/2020,Google Ads,Campaign 585,Engagements,17.25,1.15,0.1495,0,0,5
14408,04/07/2020,Google Ads,Campaign 586,Conversions,254.15,17.25,3.2085,0,0,73
14409,04/07/2020,Google Ads,Campaign 589,Conversions,8051.15,1101.7,254.1615,7.9101439,367.2262322,2333
14410,04/07/2020,Google Ads,Campaign 590,Video Views,203.55,32.2,6.532,0.4897321,71.84082601,59
14411,04/07/2020,Google Ads,Campaign 593,Video Views,154.1,11.5,3.611,0,0,44
14412,04/07/2020,Google Ads,Campaign 594,Engagements,34.5,0,0,0,0,10
14413,04/07/2020,Google Ads,Campaign 595,Conversions,1898.65,126.5,8.832,0,0,550
14414,04/07/2020,Google Ads,Campaign 596,Conversions,169.05,13.8,2.8405,0,0,49
14415,04/07/2020,Google Ads,Campaign 513,Conversions,16823.35,9384,105.892,230.6358511,12077.03068,4876
14416,04/07/2020,Google Ads,Campaign 514,Video Views,2585.2,1231.65,25.944,40.27686515,2008.38425,749
14417,04/07/2020,Google Ads,Campaign 519,Conversions,16746.3,2304.6,180.7455,16.1023345,671.8720358,4854
14418,04/07/2020,Google Ads,Campaign 521,Conversions,9.2,0,0,0,0,2
14419,04/07/2020,Google Ads,Campaign 522,Conversions,331.2,16.1,2.116,0,0,96
14420,04/07/2020,Google Ads,Campaign 523,Conversions,144.9,23,23.1035,0,0,42
14421,04/07/2020,Google Ads,Campaign 525,Video Views,2346,280.6,31.2685,1.15,30.56395416,680
14422,04/07/2020,Google Ads,Campaign 526,Conversions,916.55,62.1,12.9835,0,0,265
14423,04/07/2020,Google Ads,Campaign 529,Video Views,2329484.85,38922.9,1025.492169,145.399338,5802.199394,675213
14424,04/07/2020,Google Ads,Campaign 530,Conversions,209157.4,2057.35,325.5179673,22.65809235,659.3422145,60625
14425,04/07/2020,Google Ads,Campaign 597,Conversions,1342.05,75.9,4.6575,0.17413185,3.328511519,389
14426,04/07/2020,Google Ads,Campaign 598,Conversions,83.95,3.45,0.2645,0,0,24
14427,04/07/2020,Google Ads,Campaign 599,Conversions,41.4,6.9,0.46,0.1885747,9.428898404,12
14428,04/07/2020,Google Ads,Campaign 600,Video Views,78.2,13.8,1.817,0,0,22
14429,04/07/2020,Google Ads,Campaign 601,Conversions,33.35,1.15,0.1495,0,0,9
14430,04/07/2020,Google Ads,Campaign 602,Conversions,186.3,9.2,1.265,0,0,54
14431,04/07/2020,Google Ads,Campaign 603,Reach,27.6,2.3,0.1265,0,0,8
14432,04/07/2020,Google Ads,Campaign 606,Video Views,85.1,2.3,1.932,0,0,24
14433,04/07/2020,Google Ads,Campaign 607,Reach,14.95,0,0,0,0,4
14434,04/07/2020,Google Ads,Campaign 604,Video Views,1528.35,159.85,10.603,0.7382402,44.75885748,443
14435,04/07/2020,Google Ads,Campaign 605,Conversions,4.6,0,0,0,0,1
14436,04/07/2020,Google Ads,Campaign 608,Video Views,106.95,4.6,1.012,0,0,31
14437,04/07/2020,Google Ads,Campaign 609,Conversions,95.45,4.6,0.943,0,0,27
14438,04/07/2020,Google Ads,Campaign 610,Reach,776.25,70.15,8.464,1.15,34.85928519,225
14439,04/07/2020,Google Ads,Campaign 611,Engagements,23,0,0,0,0,6
14440,04/07/2020,Google Ads,Campaign 617,Conversions,407.1,29.9,3.5995,0,0,118
14441,04/07/2020,Google Ads,Campaign 618,Conversions,17.25,1.15,0.1495,0,0,5
14442,04/07/2020,Google Ads,Campaign 619,Video Views,1.15,0,0,0,0,0
14443,04/07/2020,Snapchat,Campaign 11,Engagements,0,0,0,2.3,195.5768154,0
14444,04/07/2020,Snapchat,Campaign 12,Video Views,0,0,0,0,0,0
14445,04/07/2020,Snapchat,Campaign 13,Conversions,0,0,0,9.2,645.3685219,0
14446,04/07/2020,Snapchat,Campaign 14,Engagements,0,0,0,3.45,94.8218171,0
14447,04/07/2020,Snapchat,Campaign 15,Conversions,0,0,0,12.65,546.7081347,0
14448,04/07/2020,Snapchat,Campaign 16,Video Views,0,0,0,24.15,1165.223309,0
14449,04/07/2020,Snapchat,Campaign 17,Conversions,0,0,0,40.25,2153.042748,0
14450,04/07/2020,Snapchat,Campaign 18,Conversions,0,0,0,6.9,531.1320149,0
14451,04/07/2020,Snapchat,Campaign 21,Conversions,1186601.05,2779.55,870.3005144,106.95,4530.31105,343942
14452,04/07/2020,Snapchat,Campaign 22,Reach,857978.2,2509.3,759.8005633,65.55,3681.992139,248689
14453,04/07/2020,Snapchat,Campaign 23,Conversions,867909.6,2139,604.3306971,74.75,4383.68996,251568
14454,05/07/2020,Facebook Ads,Campaign 154,Conversions,0,,0,,0,0
14455,05/07/2020,Facebook Ads,Campaign 161,Engagements,0,,0,12.65,425.017,0
14456,05/07/2020,Facebook Ads,Campaign 162,Conversions,0,,0,8.05,497.0645,0
14457,05/07/2020,Facebook Ads,Campaign 163,Conversions,0,,0,4.6,207.5175,0
14458,05/07/2020,Facebook Ads,Campaign 164,Video Views,0,,0,6.9,226.8145,0
14459,05/07/2020,Facebook Ads,Campaign 165,Reach,0,,0,6.9,200.9855,0
14460,05/07/2020,Facebook Ads,Campaign 166,Conversions,0,,0,28.75,1124.2975,0
14461,05/07/2020,Facebook Ads,Campaign 167,Conversions,0,,0,24.15,1221.6105,0
14462,05/07/2020,Facebook Ads,Campaign 168,Conversions,0,,0,28.75,978.788,0
14463,05/07/2020,Facebook Ads,Campaign 169,Conversions,0,,0,87.4,3642.2915,0
14464,05/07/2020,Facebook Ads,Campaign 170,Conversions,0,,0,14.95,1176.1395,0
14465,05/07/2020,Facebook Ads,Campaign 171,Conversions,0,,0,,0,0
14466,05/07/2020,Facebook Ads,Campaign 172,Conversions,0,,0,9.2,504.712,0
14467,05/07/2020,Facebook Ads,Campaign 173,Conversions,626247.45,8614.65,1024.673,31.05,1447.2865,181521
14468,05/07/2020,Facebook Ads,Campaign 174,Video Views,135597.65,269.1,191.774,29.9,1387.291,39303
14469,05/07/2020,Facebook Ads,Campaign 176,Conversions,580520,2581.75,1442.9165,79.35,3692.328,168266
14470,05/07/2020,Facebook Ads,Campaign 177,Conversions,1123307.35,2448.35,923.3925,73.6,3463.294,325596
14471,05/07/2020,Facebook Ads,Campaign 178,Conversions,1954490.55,4084.8,1156.9805,223.1,10378.1405,566519
14472,05/07/2020,Facebook Ads,Campaign 179,Engagements,328231.85,1570.9,777.86,63.25,2760.2875,95139
14473,05/07/2020,Google Ads,Campaign 503,Reach,777.4,71.3,5.8305,1.17253195,83.25851662,225
14474,05/07/2020,Google Ads,Campaign 504,Conversions,163.3,8.05,2.921,0,0,47
14475,05/07/2020,Google Ads,Campaign 505,Video Views,428.95,41.4,3.036,0,0,124
14476,05/07/2020,Google Ads,Campaign 506,Conversions,47.15,0,0,0,0,13
14477,05/07/2020,Google Ads,Campaign 511,Conversions,531.3,63.25,8.786,0,0,154
14478,05/07/2020,Google Ads,Campaign 512,Reach,259.9,20.7,2.9325,0,0,75
14479,05/07/2020,Google Ads,Campaign 557,Conversions,105.8,11.5,0.851,0,0,30
14480,05/07/2020,Google Ads,Campaign 558,Conversions,730.25,85.1,5.5315,0.0290835,0.487882173,211
14481,05/07/2020,Google Ads,Campaign 559,Conversions,14.95,1.15,0.1725,0,0,4
14482,05/07/2020,Google Ads,Campaign 560,Conversions,26.45,0,0,0,0,7
14483,05/07/2020,Google Ads,Campaign 566,Conversions,37.95,1.15,0.0345,0,0,11
14484,05/07/2020,Google Ads,Campaign 567,Conversions,265.65,14.95,1.9205,0.575,8.431080362,77
14485,05/07/2020,Google Ads,Campaign 561,Conversions,333.5,13.8,1.909,0,0,96
14486,05/07/2020,Google Ads,Campaign 568,Engagements,325.45,8.05,1.3685,0,0,94
14487,05/07/2020,Google Ads,Campaign 562,Conversions,420.9,18.4,2.8175,0,0,122
14488,05/07/2020,Google Ads,Campaign 563,Conversions,52.9,1.15,1.955,0,0,15
14489,05/07/2020,Google Ads,Campaign 564,Conversions,42.55,1.15,0.1725,0,0,12
14490,05/07/2020,Google Ads,Campaign 565,Conversions,305.9,13.8,1.357,1.15,44.90853278,88
14491,05/07/2020,Google Ads,Campaign 569,Reach,903.9,106.95,14.2485,0,0,262
14492,05/07/2020,Google Ads,Campaign 570,Conversions,135.7,16.1,2.277,1.15,13.39775316,39
14493,05/07/2020,Google Ads,Campaign 571,Conversions,2580.6,326.6,14.743,0,0,748
14494,05/07/2020,Google Ads,Campaign 572,Conversions,181.7,14.95,1.8055,1.15,44.38751129,52
14495,05/07/2020,Google Ads,Campaign 573,Conversions,509.45,50.6,1.2765,0,0,147
14496,05/07/2020,Google Ads,Campaign 574,Conversions,35.65,1.15,0.138,0,0,10
14497,05/07/2020,Google Ads,Campaign 579,Conversions,345,26.45,1.5065,0,0,100
14498,05/07/2020,Google Ads,Campaign 580,Reach,149.5,13.8,2.0355,0,0,43
14499,05/07/2020,Google Ads,Campaign 555,Conversions,2160.85,340.4,22.8275,0.575,8.431080362,626
14500,05/07/2020,Google Ads,Campaign 556,Conversions,409.4,35.65,3.7605,0,0,118
14501,05/07/2020,Google Ads,Campaign 581,Video Views,499.1,57.5,4.2665,0,0,144
14502,05/07/2020,Google Ads,Campaign 582,Reach,134.55,9.2,1.334,0,0,39
14503,05/07/2020,Google Ads,Campaign 583,Reach,1554.8,144.9,25.7255,0.0221467,1.495252461,450
14504,05/07/2020,Google Ads,Campaign 584,Engagements,263.35,52.9,9.8785,0.68515965,28.69638757,76
14505,05/07/2020,Google Ads,Campaign 585,Engagements,18.4,2.3,0.069,0,0,5
14506,05/07/2020,Google Ads,Campaign 586,Conversions,239.2,17.25,2.2425,0,0,69
14507,05/07/2020,Google Ads,Campaign 589,Conversions,8010.9,1270.75,254.15,6.58725405,421.0136463,2322
14508,05/07/2020,Google Ads,Campaign 590,Video Views,225.4,27.6,2.2425,0,0,65
14509,05/07/2020,Google Ads,Campaign 593,Video Views,198.95,5.75,1.6215,0,0,57
14510,05/07/2020,Google Ads,Campaign 594,Engagements,25.3,1.15,0.1035,0,0,7
14511,05/07/2020,Google Ads,Campaign 595,Conversions,1661.75,111.55,9.7865,0,0,481
14512,05/07/2020,Google Ads,Campaign 596,Conversions,158.7,14.95,2.185,0,0,46
14513,05/07/2020,Google Ads,Campaign 513,Conversions,17476.55,9363.3,105.9955,276.451084,12999.1305,5065
14514,05/07/2020,Google Ads,Campaign 514,Video Views,2581.75,1198.3,26.0015,33.24970045,1441.961435,748
14515,05/07/2020,Google Ads,Campaign 519,Conversions,16376,2147.05,169.533,10.4426578,309.6295205,4746
14516,05/07/2020,Google Ads,Campaign 521,Conversions,8.05,0,0,0,0,2
14517,05/07/2020,Google Ads,Campaign 522,Conversions,279.45,23,2.7485,0,0,81
14518,05/07/2020,Google Ads,Campaign 523,Conversions,97.75,17.25,10.258,0,0,28
14519,05/07/2020,Google Ads,Campaign 525,Video Views,2496.65,282.9,48.967,2.3,70.00011059,723
14520,05/07/2020,Google Ads,Campaign 526,Conversions,747.5,60.95,14.1565,0,0,216
14521,05/07/2020,Google Ads,Campaign 529,Video Views,2311294.15,38435.3,989.0634972,139.1078801,5212.051598,669940
14522,05/07/2020,Google Ads,Campaign 530,Conversions,183147.85,1873.35,257.4637181,11.32204555,489.532599,53086
14523,05/07/2020,Google Ads,Campaign 597,Conversions,1285.7,70.15,3.427,0,0,372
14524,05/07/2020,Google Ads,Campaign 598,Conversions,79.35,3.45,0.115,0,0,23
14525,05/07/2020,Google Ads,Campaign 599,Conversions,24.15,2.3,0.322,0.3972652,5.703204249,7
14526,05/07/2020,Google Ads,Campaign 600,Video Views,87.4,11.5,1.0925,0,0,25
14527,05/07/2020,Google Ads,Campaign 601,Conversions,24.15,1.15,0.023,0,0,7
14528,05/07/2020,Google Ads,Campaign 602,Conversions,161,10.35,1.1845,0,0,46
14529,05/07/2020,Google Ads,Campaign 603,Reach,26.45,2.3,0.1955,0,0,7
14530,05/07/2020,Google Ads,Campaign 606,Video Views,69,4.6,1.541,0,0,20
14531,05/07/2020,Google Ads,Campaign 607,Reach,24.15,0,0,0,0,7
14532,05/07/2020,Google Ads,Campaign 604,Video Views,1255.8,104.65,5.7385,1.15,91.69336417,364
14533,05/07/2020,Google Ads,Campaign 605,Conversions,3.45,0,0,0,0,1
14534,05/07/2020,Google Ads,Campaign 608,Video Views,100.05,4.6,0.368,0,0,29
14535,05/07/2020,Google Ads,Campaign 609,Conversions,65.55,2.3,0.414,0,0,19
14536,05/07/2020,Google Ads,Campaign 610,Reach,855.6,73.6,8.3145,0,0,248
14537,05/07/2020,Google Ads,Campaign 611,Engagements,41.4,5.75,1.15,0,0,12
14538,05/07/2020,Google Ads,Campaign 617,Conversions,328.9,26.45,3.0245,0,0,95
14539,05/07/2020,Google Ads,Campaign 618,Conversions,21.85,0,0,0,0,6
14540,05/07/2020,Snapchat,Campaign 13,Conversions,0,0,0,8.05,188.0383434,0
14541,05/07/2020,Snapchat,Campaign 14,Engagements,0,0,0,5.75,207.8620262,0
14542,05/07/2020,Snapchat,Campaign 15,Conversions,0,0,0,8.05,305.6469931,0
14543,05/07/2020,Snapchat,Campaign 16,Video Views,0,0,0,20.7,912.8333966,0
14544,05/07/2020,Snapchat,Campaign 17,Conversions,0,0,0,36.8,1649.571085,0
14545,05/07/2020,Snapchat,Campaign 18,Conversions,0,0,0,11.5,387.7649063,0
14546,05/07/2020,Snapchat,Campaign 21,Conversions,1185837.45,2822.1,858.4946271,109.25,5458.430434,343721
14547,05/07/2020,Snapchat,Campaign 22,Reach,870973.2,2408.1,741.5479001,64.4,2828.679994,252456
14548,05/07/2020,Snapchat,Campaign 23,Conversions,885876.05,2247.1,593.8353969,54.05,2227.406673,256775
14549,06/07/2020,Facebook Ads,Campaign 161,Engagements,0,,0,10.35,362.135,0
14550,06/07/2020,Facebook Ads,Campaign 162,Conversions,0,,0,2.3,95.1625,0
14551,06/07/2020,Facebook Ads,Campaign 163,Conversions,0,,0,5.75,164.128,0
14552,06/07/2020,Facebook Ads,Campaign 164,Video Views,0,,0,11.5,477.1465,0
14553,06/07/2020,Facebook Ads,Campaign 165,Reach,0,,0,4.6,129.8695,0
14554,06/07/2020,Facebook Ads,Campaign 166,Conversions,0,,0,18.4,861.143,0
14555,06/07/2020,Facebook Ads,Campaign 167,Conversions,0,,0,19.55,946.5305,0
14556,06/07/2020,Facebook Ads,Campaign 168,Conversions,0,,0,19.55,691.909,0
14557,06/07/2020,Facebook Ads,Campaign 169,Conversions,0,,0,74.75,3090.7745,0
14558,06/07/2020,Facebook Ads,Campaign 170,Conversions,0,,0,16.1,649.0715,0
14559,06/07/2020,Facebook Ads,Campaign 171,Conversions,0,,0,,0,0
14560,06/07/2020,Facebook Ads,Campaign 172,Conversions,0,,0,3.45,301.53,0
14561,06/07/2020,Facebook Ads,Campaign 173,Conversions,1071466.5,15467.5,1983.0715,74.75,4056.5215,310570
14562,06/07/2020,Facebook Ads,Campaign 174,Video Views,228434.85,471.5,305.6585,42.55,2426.8105,66213
14563,06/07/2020,Facebook Ads,Campaign 175,Conversions,699294.3,378.35,105.294,3.45,101.6945,202694
14564,06/07/2020,Facebook Ads,Campaign 176,Conversions,552614.1,2400.05,1573.533499,104.65,4124.3715,160178
14565,06/07/2020,Facebook Ads,Campaign 177,Conversions,1510301.9,3970.95,1442.7555,155.25,6676.5895,437768
14566,06/07/2020,Facebook Ads,Campaign 178,Conversions,1698878.9,2880.75,1056.4705,143.75,6101.118,492428
14567,06/07/2020,Facebook Ads,Campaign 179,Engagements,337852.75,1221.3,856.106,36.8,1910.219,97928
14568,06/07/2020,Facebook Ads,Campaign 180,Conversions,163098.75,2321.85,216.7865,5.75,222.663,47275
14569,06/07/2020,Google Ads,Campaign 503,Reach,787.75,85.1,6.923,0,0,228
14570,06/07/2020,Google Ads,Campaign 504,Conversions,144.9,13.8,3.4385,0,0,42
14571,06/07/2020,Google Ads,Campaign 505,Video Views,471.5,65.55,4.2895,0,0,136
14572,06/07/2020,Google Ads,Campaign 506,Conversions,36.8,0,0,0,0,10
14573,06/07/2020,Google Ads,Campaign 511,Conversions,512.9,57.5,4.2895,0,0,148
14574,06/07/2020,Google Ads,Campaign 512,Reach,315.1,16.1,3.1625,0,0,91
14575,06/07/2020,Google Ads,Campaign 557,Conversions,117.3,12.65,0.9315,0,0,34
14576,06/07/2020,Google Ads,Campaign 558,Conversions,718.75,101.2,5.5085,0,0,208
14577,06/07/2020,Google Ads,Campaign 559,Conversions,17.25,0,0,0,0,5
14578,06/07/2020,Google Ads,Campaign 560,Conversions,37.95,1.15,0.2645,0,0,11
14579,06/07/2020,Google Ads,Campaign 566,Conversions,37.95,1.15,0.23,0,0,11
14580,06/07/2020,Google Ads,Campaign 567,Conversions,261.05,17.25,1.5985,0,0,75
14581,06/07/2020,Google Ads,Campaign 561,Conversions,370.3,6.9,1.127,0,0,107
14582,06/07/2020,Google Ads,Campaign 568,Engagements,316.25,9.2,1.2305,0,0,91
14583,06/07/2020,Google Ads,Campaign 562,Conversions,412.85,21.85,3.9215,0,0,119
14584,06/07/2020,Google Ads,Campaign 563,Conversions,62.1,2.3,0.391,0,0,18
14585,06/07/2020,Google Ads,Campaign 564,Conversions,98.9,4.6,0.7935,0,0,28
14586,06/07/2020,Google Ads,Campaign 565,Conversions,308.2,14.95,2.392,0,0,89
14587,06/07/2020,Google Ads,Campaign 569,Reach,880.9,112.7,16.2495,0,0,255
14588,06/07/2020,Google Ads,Campaign 570,Conversions,124.2,4.6,0.667,0,0,36
14589,06/07/2020,Google Ads,Campaign 571,Conversions,2630.05,345,18.331,1.15,3.633029175,762
14590,06/07/2020,Google Ads,Campaign 572,Conversions,226.55,19.55,2.5415,0,0,65
14591,06/07/2020,Google Ads,Campaign 573,Conversions,460,41.4,1.081,0,0,133
14592,06/07/2020,Google Ads,Campaign 574,Conversions,35.65,2.3,0.713,0,0,10
14593,06/07/2020,Google Ads,Campaign 579,Conversions,324.3,23,1.794,0,0,94
14594,06/07/2020,Google Ads,Campaign 580,Reach,155.25,6.9,1.081,0.134113,21.83893216,45
14595,06/07/2020,Google Ads,Campaign 555,Conversions,2063.1,354.2,22.0915,3.24467555,297.6152556,598
14596,06/07/2020,Google Ads,Campaign 556,Conversions,386.4,35.65,4.2665,2.3,33.72432145,112
14597,06/07/2020,Google Ads,Campaign 581,Video Views,560.05,49.45,4.8415,0.53929595,25.14891901,162
14598,06/07/2020,Google Ads,Campaign 582,Reach,139.15,13.8,1.61,0,0,40
14599,06/07/2020,Google Ads,Campaign 583,Reach,1643.35,249.55,41.055,3.61174865,69.82720982,476
14600,06/07/2020,Google Ads,Campaign 584,Engagements,241.5,44.85,6.5205,0,0,70
14601,06/07/2020,Google Ads,Campaign 585,Engagements,20.7,2.3,0.184,0,0,6
14602,06/07/2020,Google Ads,Campaign 586,Conversions,312.8,20.7,4.2205,0,0,90
14603,06/07/2020,Google Ads,Campaign 589,Conversions,7236.95,1232.8,266.11,12.7612257,399.3567791,2097
14604,06/07/2020,Google Ads,Campaign 590,Video Views,219.65,33.35,5.6695,1.15,6.898156659,63
14605,06/07/2020,Google Ads,Campaign 593,Video Views,190.9,19.55,3.9675,0,0,55
14606,06/07/2020,Google Ads,Campaign 594,Engagements,18.4,0,0,0,0,5
14607,06/07/2020,Google Ads,Campaign 595,Conversions,1458.2,95.45,8.51,2.44902965,155.2339035,422
14608,06/07/2020,Google Ads,Campaign 596,Conversions,181.7,21.85,3.5535,0.575,36.99732726,52
14609,06/07/2020,Google Ads,Campaign 513,Conversions,18048.1,9881.95,111.297,253.7521207,12466.48676,5231
14610,06/07/2020,Google Ads,Campaign 514,Video Views,2933.65,1370.8,27.2435,51.30065015,2418.888126,850
14611,06/07/2020,Google Ads,Campaign 519,Conversions,17123.5,2366.7,187.588,10.10586075,367.1047992,4963
14612,06/07/2020,Google Ads,Campaign 521,Conversions,12.65,0,0,0,0,3
14613,06/07/2020,Google Ads,Campaign 522,Conversions,269.1,13.8,1.311,0,0,78
14614,06/07/2020,Google Ads,Campaign 523,Conversions,96.6,20.7,17.963,0,0,28
14615,06/07/2020,Google Ads,Campaign 525,Video Views,2466.75,299,65.504,2.7464323,117.2664981,715
14616,06/07/2020,Google Ads,Campaign 526,Conversions,762.45,60.95,15.2605,0,0,221
14617,06/07/2020,Google Ads,Campaign 529,Video Views,2226584,37640.65,1005.501609,135.4242645,6104.243692,645386
14618,06/07/2020,Google Ads,Campaign 530,Conversions,240493.75,2502.4,291.9152238,17.964242,1457.612245,69708
14619,06/07/2020,Google Ads,Campaign 597,Conversions,1210.95,86.25,5.336,1.15,45.98771107,351
14620,06/07/2020,Google Ads,Campaign 598,Conversions,89.7,12.65,0.9775,0,0,26
14621,06/07/2020,Google Ads,Campaign 599,Conversions,35.65,2.3,0.207,0,0,10
14622,06/07/2020,Google Ads,Campaign 600,Video Views,74.75,8.05,1.265,0,0,21
14623,06/07/2020,Google Ads,Campaign 601,Conversions,33.35,1.15,0.023,0,0,9
14624,06/07/2020,Google Ads,Campaign 602,Conversions,174.8,6.9,1.2765,0,0,50
14625,06/07/2020,Google Ads,Campaign 603,Reach,20.7,2.3,0.7475,0,0,6
14626,06/07/2020,Google Ads,Campaign 606,Video Views,63.25,3.45,0.9085,0,0,18
14627,06/07/2020,Google Ads,Campaign 607,Reach,11.5,0,0,0,0,3
14628,06/07/2020,Google Ads,Campaign 604,Video Views,1177.6,95.45,6.509,0,0,341
14629,06/07/2020,Google Ads,Campaign 605,Conversions,1.15,0,0,0,0,0
14630,06/07/2020,Google Ads,Campaign 608,Video Views,120.75,12.65,1.5755,0,0,35
14631,06/07/2020,Google Ads,Campaign 609,Conversions,89.7,0,0,0,0,26
14632,06/07/2020,Google Ads,Campaign 610,Reach,805,64.4,7.1185,0,0,233
14633,06/07/2020,Google Ads,Campaign 611,Engagements,24.15,0,0,0,0,7
14634,06/07/2020,Google Ads,Campaign 617,Conversions,289.8,13.8,1.495,0,0,84
14635,06/07/2020,Google Ads,Campaign 618,Conversions,16.1,0,0,0,0,4
14636,06/07/2020,Snapchat,Campaign 13,Conversions,0,0,0,3.45,106.2300322,0
14637,06/07/2020,Snapchat,Campaign 14,Engagements,0,0,0,3.45,177.7050196,0
14638,06/07/2020,Snapchat,Campaign 15,Conversions,0,0,0,8.05,190.6316372,0
14639,06/07/2020,Snapchat,Campaign 16,Video Views,0,0,0,20.7,1478.867356,0
14640,06/07/2020,Snapchat,Campaign 17,Conversions,0,0,0,24.15,1504.282248,0
14641,06/07/2020,Snapchat,Campaign 18,Conversions,0,0,0,8.05,480.5594711,0
14642,06/07/2020,Snapchat,Campaign 19,Conversions,374941.4,1200.6,252.0209716,18.4,1162.48547,108678
14643,06/07/2020,Snapchat,Campaign 20,Conversions,495612.05,1374.25,325.1824525,12.65,865.7280212,143655
14644,06/07/2020,Snapchat,Campaign 21,Conversions,1322578.2,3087.75,803.1079269,88.55,4831.03412,383356
14645,06/07/2020,Snapchat,Campaign 22,Reach,1196101.2,3016.45,678.8405748,77.05,2981.531075,346696
14646,06/07/2020,Snapchat,Campaign 23,Conversions,916155.55,2242.5,535.347624,75.9,3931.182516,265552
14647,07/07/2020,Facebook Ads,Campaign 161,Engagements,0,,0,3.45,44.229,0
14648,07/07/2020,Facebook Ads,Campaign 162,Conversions,0,,0,9.2,401.5915,0
14649,07/07/2020,Facebook Ads,Campaign 163,Conversions,0,,0,4.6,195.1205,0
14650,07/07/2020,Facebook Ads,Campaign 164,Video Views,0,,0,9.2,367.7355,0
14651,07/07/2020,Facebook Ads,Campaign 165,Reach,0,,0,2.3,110.009,0
14652,07/07/2020,Facebook Ads,Campaign 166,Conversions,0,,0,14.95,714.4375,0
14653,07/07/2020,Facebook Ads,Campaign 167,Conversions,0,,0,17.25,665.4245,0
14654,07/07/2020,Facebook Ads,Campaign 168,Conversions,0,,0,27.6,1189.859,0
14655,07/07/2020,Facebook Ads,Campaign 169,Conversions,0,,0,73.6,3141.156,0
14656,07/07/2020,Facebook Ads,Campaign 170,Conversions,0,,0,3.45,124.453,0
14657,07/07/2020,Facebook Ads,Campaign 171,Conversions,0,,0,,0,0
14658,07/07/2020,Facebook Ads,Campaign 172,Conversions,0,,0,9.2,295.596,0
14659,07/07/2020,Facebook Ads,Campaign 173,Conversions,1155057.7,9018.3,2050.7605,135.7,7367.9925,334799
14660,07/07/2020,Facebook Ads,Campaign 174,Video Views,199261.65,358.8,316.6525,34.5,1847.0725,57757
14661,07/07/2020,Facebook Ads,Campaign 175,Conversions,1215853.6,813.05,242.2015,10.35,491.119,352421
14662,07/07/2020,Facebook Ads,Campaign 176,Conversions,511763.8,1963.05,1520.1045,70.15,2384.8125,148337
14663,07/07/2020,Facebook Ads,Campaign 177,Conversions,1421183.8,3773.15,1538.630999,149.5,6099.2205,411937
14664,07/07/2020,Facebook Ads,Campaign 178,Conversions,1560109.55,2710.55,1129.6335,138,5849.544,452205
14665,07/07/2020,Facebook Ads,Campaign 179,Engagements,443088.1,1284.55,880.141,47.15,1868.7845,128431
14666,07/07/2020,Facebook Ads,Campaign 180,Conversions,243192.8,2311.5,297.1255,6.9,207.966,70490
14667,07/07/2020,Google Ads,Campaign 503,Reach,864.8,102.35,9.3265,0,0,250
14668,07/07/2020,Google Ads,Campaign 504,Conversions,100.05,9.2,1.3685,0,0,29
14669,07/07/2020,Google Ads,Campaign 505,Video Views,384.1,31.05,1.4145,0.07615185,0.166480884,111
14670,07/07/2020,Google Ads,Campaign 506,Conversions,49.45,3.45,0.184,0,0,14
14671,07/07/2020,Google Ads,Campaign 511,Conversions,538.2,62.1,6.1985,0,0,156
14672,07/07/2020,Google Ads,Campaign 512,Reach,290.95,19.55,4.7265,0.7382402,62.41112503,84
14673,07/07/2020,Google Ads,Campaign 557,Conversions,83.95,8.05,0.8855,0.1009815,1.527872637,24
14674,07/07/2020,Google Ads,Campaign 558,Conversions,681.95,74.75,5.405,1.15,8.514197775,197
14675,07/07/2020,Google Ads,Campaign 559,Conversions,17.25,1.15,0.437,0,0,5
14676,07/07/2020,Google Ads,Campaign 560,Conversions,35.65,2.3,0.4715,0,0,10
14677,07/07/2020,Google Ads,Campaign 566,Conversions,20.7,0,0,0,0,6
14678,07/07/2020,Google Ads,Campaign 567,Conversions,232.3,11.5,1.288,0,0,67
14679,07/07/2020,Google Ads,Campaign 561,Conversions,330.05,9.2,1.472,0,0,95
14680,07/07/2020,Google Ads,Campaign 568,Engagements,250.7,9.2,1.5525,0,0,72
14681,07/07/2020,Google Ads,Campaign 562,Conversions,393.3,14.95,2.415,0,0,114
14682,07/07/2020,Google Ads,Campaign 563,Conversions,82.8,1.15,0.4025,0,0,24
14683,07/07/2020,Google Ads,Campaign 564,Conversions,65.55,3.45,0.529,0,0,19
14684,07/07/2020,Google Ads,Campaign 565,Conversions,315.1,13.8,2.346,0,0,91
14685,07/07/2020,Google Ads,Campaign 569,Reach,815.35,95.45,10.442,0,0,236
14686,07/07/2020,Google Ads,Campaign 570,Conversions,129.95,8.05,0.7015,0,0,37
14687,07/07/2020,Google Ads,Campaign 571,Conversions,2382.8,282.9,12.5925,1.9275426,64.72816776,690
14688,07/07/2020,Google Ads,Campaign 572,Conversions,230,11.5,4.623,1.27881725,6.743269156,66
14689,07/07/2020,Google Ads,Campaign 573,Conversions,363.4,33.35,0.667,0,0,105
